"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"31","VES","Bosque Ripario","Dendropsophus microcephalus",FALSE,12,12,1.2,NA,NA,94.4,1.1,52.2
"32","VES","Bosque Ripario","Leptodactylus fuscus",FALSE,13,12,1.2,NA,NA,95.6,1.1,56.5
"33","VES","Bosque Ripario","Elachistocleis pearsei",FALSE,14,9,0.9,NA,NA,96.5,1,60.9
"34","VES","Bosque Ripario","Bolitoglossa lozanoi",FALSE,15,9,0.9,NA,NA,97.5,1,65.2
"35","VES","Bosque Ripario","Pristimantis gaigei",FALSE,16,7,0.7,NA,NA,98.2,0.8,69.6
"36","VES","Bosque Ripario","Phyllomedusa venusta",FALSE,17,6,0.6,NA,NA,98.8,0.8,73.9
"37","VES","Bosque Ripario","Allobates niputidea",FALSE,18,3,0.3,NA,NA,99.1,0.5,78.3
"38","VES","Bosque Ripario","Leptodactylus fragilis",FALSE,19,3,0.3,NA,NA,99.4,0.5,82.6
"39","VES","Bosque Ripario","Leptodactylus colombiensis",FALSE,20,2,0.2,NA,NA,99.6,0.3,87
"40","VES","Bosque Ripario","Smilisca phaeota",FALSE,21,2,0.2,NA,NA,99.8,0.3,91.3
"41","VES","Bosque Ripario","Rhinella margaritifera",FALSE,22,1,0.1,NA,NA,99.9,0,95.7
"42","VES","Bosque Ripario","Scarthyla vigilans",FALSE,23,1,0.1,NA,NA,100,0,100
"43","VES","Ciénaga","Scarthyla vigilans",TRUE,1,50,40.7,NA,NA,40.7,1.7,16.7
"44","VES","Ciénaga","Dendropsophus microcephalus",TRUE,2,42,34.1,NA,NA,74.8,1.6,33.3
"45","VES","Ciénaga","Pseudis paradoxa",TRUE,3,26,21.1,NA,NA,95.9,1.4,50
"46","VES","Ciénaga","Scinax rostratus",FALSE,4,2,1.6,NA,NA,97.6,0.3,66.7
"47","VES","Ciénaga","Boana pugnax",FALSE,5,2,1.6,NA,NA,99.2,0.3,83.3
"48","VES","Ciénaga","Leptodactylus fragilis",FALSE,6,1,0.8,NA,NA,100,0,100
"49","VES","Herbazal","Dendropsophus microcephalus",TRUE,1,101,26.4,NA,NA,26.4,2,5.9
"50","VES","Herbazal","Scarthyla vigilans",TRUE,2,67,17.5,NA,NA,44,1.8,11.8
"51","VES","Herbazal","Scinax ruber",TRUE,3,45,11.8,NA,NA,55.8,1.7,17.6
"52","VES","Herbazal","Boana pugnax",FALSE,4,40,10.5,NA,NA,66.2,1.6,23.5
"53","VES","Herbazal","Leptodactylus fragilis",FALSE,5,33,8.6,NA,NA,74.9,1.5,29.4
"54","VES","Herbazal","Leptodactylus fuscus",FALSE,6,29,7.6,NA,NA,82.5,1.5,35.3
"55","VES","Herbazal","Pseudopaludicola pusilla",FALSE,7,21,5.5,NA,NA,88,1.3,41.2
"56","VES","Herbazal","Leptodactylus insularum",FALSE,8,15,3.9,NA,NA,91.9,1.2,47.1
"57","VES","Herbazal","Engystomops pustulosus",FALSE,9,9,2.4,NA,NA,94.2,1,52.9
"58","VES","Herbazal","Scinax rostratus",FALSE,10,5,1.3,NA,NA,95.5,0.7,58.8
"59","VES","Herbazal","Elachistocleis panamensis",FALSE,11,4,1,NA,NA,96.6,0.6,64.7
"60","VES","Herbazal","Rhinella humboldti",FALSE,12,4,1,NA,NA,97.6,0.6,70.6
"61","VES","Herbazal","Pseudis paradoxa",FALSE,13,2,0.5,NA,NA,98.2,0.3,76.5
"62","VES","Herbazal","Bolitoglossa lozanoi",FALSE,14,2,0.5,NA,NA,98.7,0.3,82.4
"63","VES","Herbazal","Craugastor metriosistus",FALSE,15,2,0.5,NA,NA,99.2,0.3,88.2
"64","VES","Herbazal","Elachistocleis pearsei",FALSE,16,2,0.5,NA,NA,99.7,0.3,94.1
"65","VES","Herbazal","Pleurodema brachyops",FALSE,17,1,0.3,NA,NA,100,0,100
"66","VES","Pastos","Boana pugnax",TRUE,1,3,37.5,NA,NA,37.5,0.5,25
"67","VES","Pastos","Leptodactylus fuscus",TRUE,2,2,25,NA,NA,62.5,0.3,50
"68","VES","Pastos","Pleurodema brachyops",TRUE,3,2,25,NA,NA,87.5,0.3,75
"69","VES","Pastos","Rhinella humboldti",FALSE,4,1,12.5,NA,NA,100,0,100
"70","VES","Vías","Dendropsophus microcephalus",TRUE,1,41,39.4,NA,NA,39.4,1.6,7.1
"71","VES","Vías","Scinax ruber",TRUE,2,33,31.7,NA,NA,71.2,1.5,14.3
"72","VES","Vías","Rhinella horribilis",TRUE,3,10,9.6,NA,NA,80.8,1,21.4
"73","VES","Vías","Engystomops pustulosus",FALSE,4,5,4.8,NA,NA,85.6,0.7,28.6
"74","VES","Vías","Leptodactylus fuscus",FALSE,5,4,3.8,NA,NA,89.4,0.6,35.7
"75","VES","Vías","Leptodactylus fragilis",FALSE,6,3,2.9,NA,NA,92.3,0.5,42.9
"76","VES","Vías","Pleurodema brachyops",FALSE,7,1,1,NA,NA,93.3,0,50
"77","VES","Vías","Rhinella humboldti",FALSE,8,1,1,NA,NA,94.2,0,57.1
"78","VES","Vías","Elachistocleis pearsei",FALSE,9,1,1,NA,NA,95.2,0,64.3
"79","VES","Vías","Phyllomedusa venusta",FALSE,10,1,1,NA,NA,96.2,0,71.4
"80","VES","Vías","Scinax rostratus",FALSE,11,1,1,NA,NA,97.1,0,78.6
"81","VES","Vías","Boana pugnax",FALSE,12,1,1,NA,NA,98.1,0,85.7
"82","VES","Vías","Leptodactylus insularum",FALSE,13,1,1,NA,NA,99,0,92.9
"83","VES","Vías","Trachycephalus typhonius",FALSE,14,1,1,NA,NA,100,0,100
