"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"54","VES","Platero","Leptodactylus fragilis",FALSE,9,11,2.3,NA,NA,88.9,1,45
"55","VES","Platero","Leptodactylus insularum",FALSE,10,9,1.8,NA,NA,90.8,1,50
"56","VES","Platero","Scinax ruber",FALSE,11,8,1.6,NA,NA,92.4,0.9,55
"57","VES","Platero","Scinax rostratus",FALSE,12,8,1.6,NA,NA,94.1,0.9,60
"58","VES","Platero","Leptodactylus fuscus",FALSE,13,6,1.2,NA,NA,95.3,0.8,65
"59","VES","Platero","Rhinella humboldti",FALSE,14,6,1.2,NA,NA,96.5,0.8,70
"60","VES","Platero","Pseudis paradoxa",FALSE,15,4,0.8,NA,NA,97.3,0.6,75
"61","VES","Platero","Rhinella horribilis",FALSE,16,4,0.8,NA,NA,98.2,0.6,80
"62","VES","Platero","Phyllomedusa venusta",FALSE,17,4,0.8,NA,NA,99,0.6,85
"63","VES","Platero","Bolitoglossa lozanoi",FALSE,18,3,0.6,NA,NA,99.6,0.5,90
"64","VES","Platero","Boana platanera",FALSE,19,1,0.2,NA,NA,99.8,0,95
"65","VES","Platero","Pleurodema brachyops",FALSE,20,1,0.2,NA,NA,100,0,100
