"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"31","Arrastre","Kale","Caquetaia kraussii",FALSE,7,43,3.9,NA,NA,69.7,1.6,15.9
"32","Arrastre","Kale","Eigenmannia camposi",FALSE,8,35,3.2,NA,NA,72.9,1.5,18.2
"33","Arrastre","Kale","Astyanax magdalenae",FALSE,9,31,2.8,NA,NA,75.7,1.5,20.5
"34","Arrastre","Kale","Astyanax sp. 1",FALSE,10,25,2.3,NA,NA,78,1.4,22.7
"35","Arrastre","Kale","Rineloricaria magdalenae",FALSE,11,23,2.1,NA,NA,80.1,1.4,25
"36","Arrastre","Kale","Andinoacara latifrons",FALSE,12,22,2,NA,NA,82,1.3,27.3
"37","Arrastre","Kale","Nanocheirodon insignis",FALSE,13,20,1.8,NA,NA,83.9,1.3,29.5
"38","Arrastre","Kale","Creagrutus magdalenae",FALSE,14,20,1.8,NA,NA,85.7,1.3,31.8
"39","Arrastre","Kale","Rivulus xi",FALSE,15,16,1.5,NA,NA,87.1,1.2,34.1
"40","Arrastre","Kale","Ctenolucius hujeta",FALSE,16,16,1.5,NA,NA,88.6,1.2,36.4
"41","Arrastre","Kale","Argopleura magdalenensis",FALSE,17,15,1.4,NA,NA,89.9,1.2,38.6
"42","Arrastre","Kale","Characidium zebra",FALSE,18,12,1.1,NA,NA,91,1.1,40.9
"43","Arrastre","Kale","Hemibrycon",FALSE,19,12,1.1,NA,NA,92.1,1.1,43.2
"44","Arrastre","Kale","Trachelyopterus insignis",FALSE,20,12,1.1,NA,NA,93.2,1.1,45.5
"45","Arrastre","Kale","Sturisomatichthys aureus",FALSE,21,11,1,NA,NA,94.2,1,47.7
"46","Arrastre","Kale","Rhamdia guatemalensis",FALSE,22,9,0.8,NA,NA,95,1,50
"47","Arrastre","Kale","Pimelodus yuma",FALSE,23,7,0.6,NA,NA,95.6,0.8,52.3
"48","Arrastre","Kale","Pimelodella floridablancaensis",FALSE,24,7,0.6,NA,NA,96.3,0.8,54.5
"49","Arrastre","Kale","Pimelodus grosskopfii",FALSE,25,6,0.5,NA,NA,96.8,0.8,56.8
"50","Arrastre","Kale","Gephyrocharax melanocheir",FALSE,26,5,0.5,NA,NA,97.3,0.7,59.1
"51","Arrastre","Kale","Trichopodus pectoralis",FALSE,27,4,0.4,NA,NA,97.6,0.6,61.4
"52","Arrastre","Kale","Gasteropelecus maculatus",FALSE,28,4,0.4,NA,NA,98,0.6,63.6
"53","Arrastre","Kale","Hoplias malabaricus",FALSE,29,3,0.3,NA,NA,98.3,0.5,65.9
"54","Arrastre","Kale","Synbranchus marmoratus",FALSE,30,3,0.3,NA,NA,98.5,0.5,68.2
"55","Arrastre","Kale","Saccoderma hastata",FALSE,31,2,0.2,NA,NA,98.7,0.3,70.5
"56","Arrastre","Kale","Astyanax filiferus",FALSE,32,2,0.2,NA,NA,98.9,0.3,72.7
"57","Arrastre","Kale","Characidium boavistae",FALSE,33,1,0.1,NA,NA,99,0,75
"58","Arrastre","Kale","Ancistrus caucanus",FALSE,34,1,0.1,NA,NA,99.1,0,77.3
"59","Arrastre","Kale","Cetopsis othonops",FALSE,35,1,0.1,NA,NA,99.2,0,79.5
"60","Arrastre","Kale","Pseudopimelodus atricaudus",FALSE,36,1,0.1,NA,NA,99.3,0,81.8
"61","Arrastre","Kale","Brachyhypopomus occidentalis",FALSE,37,1,0.1,NA,NA,99.4,0,84.1
"62","Arrastre","Kale","Megaleporinus muyscorum",FALSE,38,1,0.1,NA,NA,99.5,0,86.4
"63","Arrastre","Kale","Parodon magdalenensis",FALSE,39,1,0.1,NA,NA,99.5,0,88.6
"64","Arrastre","Kale","Apteronotus milesi",FALSE,40,1,0.1,NA,NA,99.6,0,90.9
"65","Arrastre","Kale","Hoplosternum magdalenae",FALSE,41,1,0.1,NA,NA,99.7,0,93.2
"66","Arrastre","Kale","Trichomycterus sp. 2",FALSE,42,1,0.1,NA,NA,99.8,0,95.5
"67","Arrastre","Kale","Callichthys oibaensis",FALSE,43,1,0.1,NA,NA,99.9,0,97.7
"68","Arrastre","Kale","Bunocephalus colombianus",FALSE,44,1,0.1,NA,NA,100,0,100
"69","Arrastre","Platero","Saccoderma hastata",TRUE,1,158,13.4,NA,NA,13.4,2.2,2.2
"70","Arrastre","Platero","Astyanax sp. 2",TRUE,2,128,10.9,NA,NA,24.3,2.1,4.4
"71","Arrastre","Platero","Hyphessobrycon natagaima",TRUE,3,116,9.8,NA,NA,34.1,2.1,6.7
"72","Arrastre","Platero","Characidium zebra",FALSE,4,89,7.5,NA,NA,41.6,1.9,8.9
"73","Arrastre","Platero","Astyanax magdalenae",FALSE,5,81,6.9,NA,NA,48.5,1.9,11.1
"74","Arrastre","Platero","Creagrutus magdalenae",FALSE,6,74,6.3,NA,NA,54.8,1.9,13.3
"75","Arrastre","Platero","Nanocheirodon insignis",FALSE,7,72,6.1,NA,NA,60.9,1.9,15.6
"76","Arrastre","Platero","Argopleura magdalenensis",FALSE,8,61,5.2,NA,NA,66.1,1.8,17.8
"77","Arrastre","Platero","Eigenmannia camposi",FALSE,9,60,5.1,NA,NA,71.2,1.8,20
"78","Arrastre","Platero","Poecilia caucana",FALSE,10,53,4.5,NA,NA,75.7,1.7,22.2
"79","Arrastre","Platero","Caquetaia kraussii",FALSE,11,35,3,NA,NA,78.6,1.5,24.4
"80","Arrastre","Platero","Gephyrocharax melanocheir",FALSE,12,31,2.6,NA,NA,81.3,1.5,26.7
"81","Arrastre","Platero","Pimelodus yuma",FALSE,13,28,2.4,NA,NA,83.6,1.4,28.9
"82","Arrastre","Platero","Rineloricaria magdalenae",FALSE,14,22,1.9,NA,NA,85.5,1.3,31.1
"83","Arrastre","Platero","Trichopodus pectoralis",FALSE,15,22,1.9,NA,NA,87.4,1.3,33.3
"84","Arrastre","Platero","Astyanax sp. 1",FALSE,16,20,1.7,NA,NA,89.1,1.3,35.6
"85","Arrastre","Platero","Cyphocharax magdalenae",FALSE,17,18,1.5,NA,NA,90.6,1.3,37.8
"86","Arrastre","Platero","Ctenolucius hujeta",FALSE,18,14,1.2,NA,NA,91.8,1.1,40
"87","Arrastre","Platero","Roeboides dayi",FALSE,19,10,0.8,NA,NA,92.6,1,42.2
"88","Arrastre","Platero","Astyanax filiferus",FALSE,20,9,0.8,NA,NA,93.4,1,44.4
"89","Arrastre","Platero","Pimelodus grosskopfii",FALSE,21,9,0.8,NA,NA,94.1,1,46.7
"90","Arrastre","Platero","Andinoacara latifrons",FALSE,22,8,0.7,NA,NA,94.8,0.9,48.9
"91","Arrastre","Platero","Rivulus xi",FALSE,23,7,0.6,NA,NA,95.4,0.8,51.1
"92","Arrastre","Platero","Gasteropelecus maculatus",FALSE,24,7,0.6,NA,NA,96,0.8,53.3
"93","Arrastre","Platero","Acestrocephalus anomalus",FALSE,25,5,0.4,NA,NA,96.4,0.7,55.6
"94","Arrastre","Platero","Prochilodus magdalenae",FALSE,26,5,0.4,NA,NA,96.9,0.7,57.8
"95","Arrastre","Platero","Hoplias malabaricus",FALSE,27,5,0.4,NA,NA,97.3,0.7,60
"96","Arrastre","Platero","Sturisomatichthys aureus",FALSE,28,4,0.3,NA,NA,97.6,0.6,62.2
"97","Arrastre","Platero","Geophagus steindachneri",FALSE,29,3,0.3,NA,NA,97.9,0.5,64.4
"98","Arrastre","Platero","Ancistrus caucanus",FALSE,30,3,0.3,NA,NA,98.1,0.5,66.7
"99","Arrastre","Platero","Characidium boavistae",FALSE,31,3,0.3,NA,NA,98.4,0.5,68.9
"100","Arrastre","Platero","Crossoloricaria variegata",FALSE,32,2,0.2,NA,NA,98.6,0.3,71.1
"101","Arrastre","Platero","Rhamdia guatemalensis",FALSE,33,2,0.2,NA,NA,98.7,0.3,73.3
"102","Arrastre","Platero","Creagrutus affinis",FALSE,34,2,0.2,NA,NA,98.9,0.3,75.6
"103","Arrastre","Platero","Triportheus magdalenae",FALSE,35,2,0.2,NA,NA,99.1,0.3,77.8
"104","Arrastre","Platero","Hoplosternum magdalenae",FALSE,36,2,0.2,NA,NA,99.2,0.3,80
"105","Arrastre","Platero","Bunocephalus colombianus",FALSE,37,1,0.1,NA,NA,99.3,0,82.2
"106","Arrastre","Platero","Pimelodella floridablancaensis",FALSE,38,1,0.1,NA,NA,99.4,0,84.4
"107","Arrastre","Platero","Leporinus striatus",FALSE,39,1,0.1,NA,NA,99.5,0,86.7
"108","Arrastre","Platero","Trachelyopterus insignis",FALSE,40,1,0.1,NA,NA,99.6,0,88.9
"109","Arrastre","Platero","Parodon magdalenensis",FALSE,41,1,0.1,NA,NA,99.7,0,91.1
"110","Arrastre","Platero","Brachyhypopomus occidentalis",FALSE,42,1,0.1,NA,NA,99.7,0,93.3
"111","Arrastre","Platero","Synbranchus marmoratus",FALSE,43,1,0.1,NA,NA,99.8,0,95.6
"112","Arrastre","Platero","Brycon moorei",FALSE,44,1,0.1,NA,NA,99.9,0,97.8
"113","Arrastre","Platero","Hemibrycon",FALSE,45,1,0.1,NA,NA,100,0,100
"114","Atarraya","Caracterizacion","Astyanax magdalenae",TRUE,1,59,29.8,NA,NA,29.8,1.8,5.9
"115","Atarraya","Caracterizacion","Astyanax sp. 1",TRUE,2,39,19.7,NA,NA,49.5,1.6,11.8
"116","Atarraya","Caracterizacion","Andinoacara latifrons",TRUE,3,33,16.7,NA,NA,66.2,1.5,17.6
"117","Atarraya","Caracterizacion","Astyanax sp. 2",FALSE,4,13,6.6,NA,NA,72.7,1.1,23.5
"118","Atarraya","Caracterizacion","Cyphocharax magdalenae",FALSE,5,9,4.5,NA,NA,77.3,1,29.4
"119","Atarraya","Caracterizacion","Gasteropelecus maculatus",FALSE,6,9,4.5,NA,NA,81.8,1,35.3
"120","Atarraya","Caracterizacion","Sturisomatichthys aureus",FALSE,7,7,3.5,NA,NA,85.4,0.8,41.2
"121","Atarraya","Caracterizacion","Triportheus magdalenae",FALSE,8,5,2.5,NA,NA,87.9,0.7,47.1
"122","Atarraya","Caracterizacion","Bunocephalus colombianus",FALSE,9,5,2.5,NA,NA,90.4,0.7,52.9
"123","Atarraya","Caracterizacion","Geophagus steindachneri",FALSE,10,4,2,NA,NA,92.4,0.6,58.8
"124","Atarraya","Caracterizacion","Rhamdia guatemalensis",FALSE,11,4,2,NA,NA,94.4,0.6,64.7
"125","Atarraya","Caracterizacion","Roeboides dayi",FALSE,12,4,2,NA,NA,96.5,0.6,70.6
"126","Atarraya","Caracterizacion","Dasyloricaria filamentosa",FALSE,13,3,1.5,NA,NA,98,0.5,76.5
"127","Atarraya","Caracterizacion","Caquetaia kraussii",FALSE,14,1,0.5,NA,NA,98.5,0,82.4
"128","Atarraya","Caracterizacion","Astyanax filiferus",FALSE,15,1,0.5,NA,NA,99,0,88.2
"129","Atarraya","Caracterizacion","Leporinus striatus",FALSE,16,1,0.5,NA,NA,99.5,0,94.1
"130","Atarraya","Caracterizacion","Curimata mivartii",FALSE,17,1,0.5,NA,NA,100,0,100
"131","Atarraya","Kale","Cyphocharax magdalenae",TRUE,1,154,32.6,NA,NA,32.6,2.2,2.9
"132","Atarraya","Kale","Astyanax sp. 2",TRUE,2,48,10.1,NA,NA,42.7,1.7,5.7
"133","Atarraya","Kale","Andinoacara latifrons",TRUE,3,46,9.7,NA,NA,52.4,1.7,8.6
"134","Atarraya","Kale","Astyanax magdalenae",FALSE,4,32,6.8,NA,NA,59.2,1.5,11.4
"135","Atarraya","Kale","Gasteropelecus maculatus",FALSE,5,27,5.7,NA,NA,64.9,1.4,14.3
"136","Atarraya","Kale","Rineloricaria magdalenae",FALSE,6,24,5.1,NA,NA,70,1.4,17.1
"137","Atarraya","Kale","Astyanax filiferus",FALSE,7,19,4,NA,NA,74,1.3,20
"138","Atarraya","Kale","Triportheus magdalenae",FALSE,8,15,3.2,NA,NA,77.2,1.2,22.9
"139","Atarraya","Kale","Caquetaia kraussii",FALSE,9,14,3,NA,NA,80.1,1.1,25.7
"140","Atarraya","Kale","Pimelodus grosskopfii",FALSE,10,14,3,NA,NA,83.1,1.1,28.6
"141","Atarraya","Kale","Hypostomus hondae",FALSE,11,14,3,NA,NA,86,1.1,31.4
"142","Atarraya","Kale","Pimelodus yuma",FALSE,12,12,2.5,NA,NA,88.6,1.1,34.3
"143","Atarraya","Kale","Prochilodus magdalenae",FALSE,13,8,1.7,NA,NA,90.3,0.9,37.1
"144","Atarraya","Kale","Argopleura magdalenensis",FALSE,14,6,1.3,NA,NA,91.5,0.8,40
"145","Atarraya","Kale","Megaleporinus muyscorum",FALSE,15,5,1.1,NA,NA,92.6,0.7,42.9
"146","Atarraya","Kale","Trichopodus pectoralis",FALSE,16,5,1.1,NA,NA,93.7,0.7,45.7
"147","Atarraya","Kale","Crossoloricaria variegata",FALSE,17,4,0.8,NA,NA,94.5,0.6,48.6
"148","Atarraya","Kale","Hyphessobrycon natagaima",FALSE,18,3,0.6,NA,NA,95.1,0.5,51.4
"149","Atarraya","Kale","Astyanax yariguies",FALSE,19,3,0.6,NA,NA,95.8,0.5,54.3
"150","Atarraya","Kale","Sturisomatichthys aureus",FALSE,20,2,0.4,NA,NA,96.2,0.3,57.1
"151","Atarraya","Kale","Ctenolucius hujeta",FALSE,21,2,0.4,NA,NA,96.6,0.3,60
"152","Atarraya","Kale","Pseudopimelodus atricaudus",FALSE,22,2,0.4,NA,NA,97,0.3,62.9
"153","Atarraya","Kale","Trachelyopterus insignis",FALSE,23,2,0.4,NA,NA,97.5,0.3,65.7
"154","Atarraya","Kale","Curimata mivartii",FALSE,24,1,0.2,NA,NA,97.7,0,68.6
"155","Atarraya","Kale","Roeboides dayi",FALSE,25,1,0.2,NA,NA,97.9,0,71.4
"156","Atarraya","Kale","Crossoloricaria cephalaspis",FALSE,26,1,0.2,NA,NA,98.1,0,74.3
"157","Atarraya","Kale","Eigenmannia camposi",FALSE,27,1,0.2,NA,NA,98.3,0,77.1
"158","Atarraya","Kale","Oreochromis niloticus",FALSE,28,1,0.2,NA,NA,98.5,0,80
"159","Atarraya","Kale","Cynopotamus magdalenae",FALSE,29,1,0.2,NA,NA,98.7,0,82.9
"160","Atarraya","Kale","Loricariichthys brunneus",FALSE,30,1,0.2,NA,NA,98.9,0,85.7
"161","Atarraya","Kale","Hoplosternum magdalenae",FALSE,31,1,0.2,NA,NA,99.2,0,88.6
"162","Atarraya","Kale","Dasyloricaria filamentosa",FALSE,32,1,0.2,NA,NA,99.4,0,91.4
"163","Atarraya","Kale","Potamotrygon magdalenae",FALSE,33,1,0.2,NA,NA,99.6,0,94.3
"164","Atarraya","Kale","Geophagus steindachneri",FALSE,34,1,0.2,NA,NA,99.8,0,97.1
"165","Atarraya","Kale","Ichthyoelephas longirostris",FALSE,35,1,0.2,NA,NA,100,0,100
"166","Atarraya","Platero","Astyanax magdalenae",TRUE,1,88,18.2,NA,NA,18.2,1.9,3.8
"167","Atarraya","Platero","Rineloricaria magdalenae",TRUE,2,52,10.7,NA,NA,28.9,1.7,7.7
"168","Atarraya","Platero","Sturisomatichthys aureus",TRUE,3,46,9.5,NA,NA,38.4,1.7,11.5
"169","Atarraya","Platero","Cyphocharax magdalenae",FALSE,4,45,9.3,NA,NA,47.7,1.7,15.4
"170","Atarraya","Platero","Roeboides dayi",FALSE,5,41,8.5,NA,NA,56.2,1.6,19.2
"171","Atarraya","Platero","Ancistrus caucanus",FALSE,6,30,6.2,NA,NA,62.4,1.5,23.1
"172","Atarraya","Platero","Astyanax sp. 1",FALSE,7,25,5.2,NA,NA,67.6,1.4,26.9
"173","Atarraya","Platero","Caquetaia kraussii",FALSE,8,23,4.8,NA,NA,72.3,1.4,30.8
"174","Atarraya","Platero","Trichopodus pectoralis",FALSE,9,23,4.8,NA,NA,77.1,1.4,34.6
"175","Atarraya","Platero","Pimelodus yuma",FALSE,10,21,4.3,NA,NA,81.4,1.3,38.5
"176","Atarraya","Platero","Andinoacara latifrons",FALSE,11,20,4.1,NA,NA,85.5,1.3,42.3
"177","Atarraya","Platero","Prochilodus magdalenae",FALSE,12,20,4.1,NA,NA,89.7,1.3,46.2
"178","Atarraya","Platero","Hypostomus hondae",FALSE,13,11,2.3,NA,NA,91.9,1,50
"179","Atarraya","Platero","Dasyloricaria filamentosa",FALSE,14,9,1.9,NA,NA,93.8,1,53.8
"180","Atarraya","Platero","Triportheus magdalenae",FALSE,15,6,1.2,NA,NA,95,0.8,57.7
"181","Atarraya","Platero","Gasteropelecus maculatus",FALSE,16,5,1,NA,NA,96.1,0.7,61.5
"182","Atarraya","Platero","Bunocephalus colombianus",FALSE,17,5,1,NA,NA,97.1,0.7,65.4
"183","Atarraya","Platero","Trachelyopterus insignis",FALSE,18,4,0.8,NA,NA,97.9,0.6,69.2
"184","Atarraya","Platero","Pimelodus grosskopfii",FALSE,19,2,0.4,NA,NA,98.3,0.3,73.1
"185","Atarraya","Platero","Oreochromis niloticus",FALSE,20,2,0.4,NA,NA,98.8,0.3,76.9
"186","Atarraya","Platero","Ctenolucius hujeta",FALSE,21,1,0.2,NA,NA,99,0,80.8
"187","Atarraya","Platero","Hyphessobrycon natagaima",FALSE,22,1,0.2,NA,NA,99.2,0,84.6
"188","Atarraya","Platero","Geophagus steindachneri",FALSE,23,1,0.2,NA,NA,99.4,0,88.5
"189","Atarraya","Platero","Hoplias",FALSE,24,1,0.2,NA,NA,99.6,0,92.3
"190","Atarraya","Platero","Megaleporinus muyscorum",FALSE,25,1,0.2,NA,NA,99.8,0,96.2
"191","Atarraya","Platero","Curimata mivartii",FALSE,26,1,0.2,NA,NA,100,0,100
"192","Electropesca","Caracterizacion","Saccoderma hastata",TRUE,1,25,21.2,NA,NA,21.2,1.4,3.6
"193","Electropesca","Caracterizacion","Gasteropelecus maculatus",TRUE,2,12,10.2,NA,NA,31.4,1.1,7.1
"194","Electropesca","Caracterizacion","Characidium zebra",TRUE,3,11,9.3,NA,NA,40.7,1,10.7
"195","Electropesca","Caracterizacion","Gephyrocharax melanocheir",FALSE,4,9,7.6,NA,NA,48.3,1,14.3
"196","Electropesca","Caracterizacion","Astyanax magdalenae",FALSE,5,7,5.9,NA,NA,54.2,0.8,17.9
"197","Electropesca","Caracterizacion","Ancistrus caucanus",FALSE,6,6,5.1,NA,NA,59.3,0.8,21.4
"198","Electropesca","Caracterizacion","Geophagus steindachneri",FALSE,7,5,4.2,NA,NA,63.6,0.7,25
"199","Electropesca","Caracterizacion","Brachyhypopomus occidentalis",FALSE,8,5,4.2,NA,NA,67.8,0.7,28.6
"200","Electropesca","Caracterizacion","Astyanax sp. 1",FALSE,9,4,3.4,NA,NA,71.2,0.6,32.1
"201","Electropesca","Caracterizacion","Poecilia caucana",FALSE,10,4,3.4,NA,NA,74.6,0.6,35.7
"202","Electropesca","Caracterizacion","Apteronotus milesi",FALSE,11,4,3.4,NA,NA,78,0.6,39.3
"203","Electropesca","Caracterizacion","Hyphessobrycon natagaima",FALSE,12,4,3.4,NA,NA,81.4,0.6,42.9
"204","Electropesca","Caracterizacion","Farlowella yarigui",FALSE,13,2,1.7,NA,NA,83.1,0.3,46.4
"205","Electropesca","Caracterizacion","Astyanax sp. 2",FALSE,14,2,1.7,NA,NA,84.7,0.3,50
"206","Electropesca","Caracterizacion","Rhamdia guatemalensis",FALSE,15,2,1.7,NA,NA,86.4,0.3,53.6
"207","Electropesca","Caracterizacion","Andinoacara latifrons",FALSE,16,2,1.7,NA,NA,88.1,0.3,57.1
"208","Electropesca","Caracterizacion","Rineloricaria magdalenae",FALSE,17,2,1.7,NA,NA,89.8,0.3,60.7
"209","Electropesca","Caracterizacion","Ctenolucius hujeta",FALSE,18,2,1.7,NA,NA,91.5,0.3,64.3
"210","Electropesca","Caracterizacion","Eigenmannia camposi",FALSE,19,1,0.8,NA,NA,92.4,0,67.9
"211","Electropesca","Caracterizacion","Kronoheros umbrifer",FALSE,20,1,0.8,NA,NA,93.2,0,71.4
"212","Electropesca","Caracterizacion","Astyanax filiferus",FALSE,21,1,0.8,NA,NA,94.1,0,75
"213","Electropesca","Caracterizacion","Bunocephalus colombianus",FALSE,22,1,0.8,NA,NA,94.9,0,78.6
"214","Electropesca","Caracterizacion","Nanocheirodon insignis",FALSE,23,1,0.8,NA,NA,95.8,0,82.1
"215","Electropesca","Caracterizacion","Sternopygus aequilabiatus",FALSE,24,1,0.8,NA,NA,96.6,0,85.7
"216","Electropesca","Caracterizacion","Sturisomatichthys aureus",FALSE,25,1,0.8,NA,NA,97.5,0,89.3
"217","Electropesca","Caracterizacion","Roeboides dayi",FALSE,26,1,0.8,NA,NA,98.3,0,92.9
"218","Electropesca","Caracterizacion","Hypostomus hondae",FALSE,27,1,0.8,NA,NA,99.2,0,96.4
"219","Electropesca","Caracterizacion","Trichomycterus sp. 1",FALSE,28,1,0.8,NA,NA,100,0,100
"220","Electropesca","Kale","Characidium zebra",TRUE,1,5,20.8,NA,NA,20.8,0.7,9.1
"221","Electropesca","Kale","Ancistrus caucanus",TRUE,2,4,16.7,NA,NA,37.5,0.6,18.2
"222","Electropesca","Kale","Eigenmannia camposi",TRUE,3,3,12.5,NA,NA,50,0.5,27.3
"223","Electropesca","Kale","Poecilia caucana",FALSE,4,3,12.5,NA,NA,62.5,0.5,36.4
"224","Electropesca","Kale","Rivulus xi",FALSE,5,2,8.3,NA,NA,70.8,0.3,45.5
"225","Electropesca","Kale","Astyanax yariguies",FALSE,6,2,8.3,NA,NA,79.2,0.3,54.5
"226","Electropesca","Kale","Nanocheirodon insignis",FALSE,7,1,4.2,NA,NA,83.3,0,63.6
"227","Electropesca","Kale","Gephyrocharax melanocheir",FALSE,8,1,4.2,NA,NA,87.5,0,72.7
"228","Electropesca","Kale","Apteronotus milesi",FALSE,9,1,4.2,NA,NA,91.7,0,81.8
"229","Electropesca","Kale","Brachyhypopomus occidentalis",FALSE,10,1,4.2,NA,NA,95.8,0,90.9
"230","Electropesca","Kale","Andinoacara latifrons",FALSE,11,1,4.2,NA,NA,100,0,100
"231","Electropesca","Platero","Astyanax sp. 2",TRUE,1,28,12.4,NA,NA,12.4,1.4,3.4
"232","Electropesca","Platero","Caquetaia kraussii",TRUE,2,22,9.7,NA,NA,22.1,1.3,6.9
"233","Electropesca","Platero","Cyphocharax magdalenae",TRUE,3,21,9.3,NA,NA,31.4,1.3,10.3
"234","Electropesca","Platero","Poecilia caucana",FALSE,4,21,9.3,NA,NA,40.7,1.3,13.8
"235","Electropesca","Platero","Andinoacara latifrons",FALSE,5,18,8,NA,NA,48.7,1.3,17.2
"236","Electropesca","Platero","Characidium zebra",FALSE,6,18,8,NA,NA,56.6,1.3,20.7
"237","Electropesca","Platero","Hyphessobrycon natagaima",FALSE,7,15,6.6,NA,NA,63.3,1.2,24.1
"238","Electropesca","Platero","Eigenmannia camposi",FALSE,8,14,6.2,NA,NA,69.5,1.1,27.6
"239","Electropesca","Platero","Brachyhypopomus occidentalis",FALSE,9,11,4.9,NA,NA,74.3,1,31
"240","Electropesca","Platero","Ancistrus caucanus",FALSE,10,10,4.4,NA,NA,78.8,1,34.5
"241","Electropesca","Platero","Saccoderma hastata",FALSE,11,7,3.1,NA,NA,81.9,0.8,37.9
"242","Electropesca","Platero","Sturisomatichthys aureus",FALSE,12,6,2.7,NA,NA,84.5,0.8,41.4
"243","Electropesca","Platero","Astyanax magdalenae",FALSE,13,5,2.2,NA,NA,86.7,0.7,44.8
"244","Electropesca","Platero","Bunocephalus colombianus",FALSE,14,3,1.3,NA,NA,88.1,0.5,48.3
"245","Electropesca","Platero","Rivulus xi",FALSE,15,3,1.3,NA,NA,89.4,0.5,51.7
"246","Electropesca","Platero","Apteronotus milesi",FALSE,16,3,1.3,NA,NA,90.7,0.5,55.2
"247","Electropesca","Platero","Gasteropelecus maculatus",FALSE,17,3,1.3,NA,NA,92,0.5,58.6
"248","Electropesca","Platero","Rineloricaria magdalenae",FALSE,18,2,0.9,NA,NA,92.9,0.3,62.1
"249","Electropesca","Platero","Ctenolucius hujeta",FALSE,19,2,0.9,NA,NA,93.8,0.3,65.5
"250","Electropesca","Platero","Rhamdia guatemalensis",FALSE,20,2,0.9,NA,NA,94.7,0.3,69
