"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"46","VES","Platero","Diploglossus monotropis",FALSE,9,3,1.6,NA,NA,86.5,0.5,34.6
"47","VES","Platero","Tantilla melanocephala",FALSE,10,3,1.6,NA,NA,88,0.5,38.5
"48","VES","Platero","Leptodeira annulata",FALSE,11,3,1.6,NA,NA,89.6,0.5,42.3
"49","VES","Platero","Rhinoclemmys melanosterna",FALSE,12,2,1,NA,NA,90.6,0.3,46.2
"50","VES","Platero","Corallus ruschenbergerii",FALSE,13,2,1,NA,NA,91.7,0.3,50
"51","VES","Platero","Imantodes cenchoa",FALSE,14,2,1,NA,NA,92.7,0.3,53.8
"52","VES","Platero","Mabuya",FALSE,15,2,1,NA,NA,93.8,0.3,57.7
"53","VES","Platero","Sphaerodactylus lineolatus",FALSE,16,2,1,NA,NA,94.8,0.3,61.5
"54","VES","Platero","Epicrates maurus",FALSE,17,1,0.5,NA,NA,95.3,0,65.4
"55","VES","Platero","Lygophis lineatus",FALSE,18,1,0.5,NA,NA,95.8,0,69.2
"56","VES","Platero","Ameiva ameiva",FALSE,19,1,0.5,NA,NA,96.4,0,73.1
"57","VES","Platero","Thamnodynastes gambotensis",FALSE,20,1,0.5,NA,NA,96.9,0,76.9
"58","VES","Platero","Kinosternon scorpioides",FALSE,21,1,0.5,NA,NA,97.4,0,80.8
"59","VES","Platero","Porthidium lansbergii",FALSE,22,1,0.5,NA,NA,97.9,0,84.6
"60","VES","Platero","Mastigodryas boddaerti",FALSE,23,1,0.5,NA,NA,98.4,0,88.5
"61","VES","Platero","Ameiva bifrontata",FALSE,24,1,0.5,NA,NA,99,0,92.3
"62","VES","Platero","Holcosus festivus",FALSE,25,1,0.5,NA,NA,99.5,0,96.2
"63","VES","Platero","Pseudoboa neuwiedii",FALSE,26,1,0.5,NA,NA,100,0,100
