"","samplingProtocol","Grouping","species","labelit","rank","abundance","proportion","plower","pupper","accumfreq","logabun","rankfreq"
"26","VES","Bosque Denso","Rhinella horribilis",FALSE,13,1,0.9,NA,NA,98.1,0,86.7
"27","VES","Bosque Denso","Agalychnis terranova",FALSE,14,1,0.9,NA,NA,99.1,0,93.3
"28","VES","Bosque Denso","Lithobates vaillanti",FALSE,15,1,0.9,NA,NA,100,0,100
"29","VES","Bosque Ripario","Engystomops pustulosus",TRUE,1,444,29.8,NA,NA,29.8,2.6,3.8
"30","VES","Bosque Ripario","Dendrobates truncatus",TRUE,2,271,18.2,NA,NA,47.9,2.4,7.7
"31","VES","Bosque Ripario","Craugastor metriosistus",TRUE,3,216,14.5,NA,NA,62.4,2.3,11.5
"32","VES","Bosque Ripario","Lithobates vaillanti",FALSE,4,105,7,NA,NA,69.4,2,15.4
"33","VES","Bosque Ripario","Scinax rostratus",FALSE,5,86,5.8,NA,NA,75.2,1.9,19.2
"34","VES","Bosque Ripario","Boana pugnax",FALSE,6,57,3.8,NA,NA,79,1.8,23.1
"35","VES","Bosque Ripario","Pseudopaludicola pusilla",FALSE,7,48,3.2,NA,NA,82.2,1.7,26.9
"36","VES","Bosque Ripario","Leptodactylus insularum",FALSE,8,38,2.5,NA,NA,84.8,1.6,30.8
"37","VES","Bosque Ripario","Leptodactylus savagei",FALSE,9,35,2.3,NA,NA,87.1,1.5,34.6
"38","VES","Bosque Ripario","Bolitoglossa lozanoi",FALSE,10,34,2.3,NA,NA,89.4,1.5,38.5
"39","VES","Bosque Ripario","Scinax ruber",FALSE,11,33,2.2,NA,NA,91.6,1.5,42.3
"40","VES","Bosque Ripario","Rhinella horribilis",FALSE,12,33,2.2,NA,NA,93.8,1.5,46.2
"41","VES","Bosque Ripario","Dendropsophus microcephalus",FALSE,13,21,1.4,NA,NA,95.2,1.3,50
"42","VES","Bosque Ripario","Leptodactylus fuscus",FALSE,14,13,0.9,NA,NA,96.1,1.1,53.8
"43","VES","Bosque Ripario","Phyllomedusa venusta",FALSE,15,12,0.8,NA,NA,96.9,1.1,57.7
"44","VES","Bosque Ripario","Pristimantis gaigei",FALSE,16,12,0.8,NA,NA,97.7,1.1,61.5
"45","VES","Bosque Ripario","Elachistocleis pearsei",FALSE,17,10,0.7,NA,NA,98.4,1,65.4
"46","VES","Bosque Ripario","Leptodactylus fragilis",FALSE,18,7,0.5,NA,NA,98.9,0.8,69.2
"47","VES","Bosque Ripario","Smilisca phaeota",FALSE,19,5,0.3,NA,NA,99.2,0.7,73.1
"48","VES","Bosque Ripario","Allobates niputidea",FALSE,20,3,0.2,NA,NA,99.4,0.5,76.9
"49","VES","Bosque Ripario","Scarthyla vigilans",FALSE,21,2,0.1,NA,NA,99.5,0.3,80.8
"50","VES","Bosque Ripario","Leptodactylus colombiensis",FALSE,22,2,0.1,NA,NA,99.7,0.3,84.6
"51","VES","Bosque Ripario","Pleurodema brachyops",FALSE,23,2,0.1,NA,NA,99.8,0.3,88.5
"52","VES","Bosque Ripario","Rhinella margaritifera",FALSE,24,1,0.1,NA,NA,99.9,0,92.3
"53","VES","Bosque Ripario","Boana platanera",FALSE,25,1,0.1,NA,NA,99.9,0,96.2
"54","VES","Bosque Ripario","Hyalinobatrachium tatayoi",FALSE,26,1,0.1,NA,NA,100,0,100
"55","VES","Ciénaga","Scarthyla vigilans",TRUE,1,258,50.5,NA,NA,50.5,2.4,8.3
"56","VES","Ciénaga","Dendropsophus microcephalus",TRUE,2,181,35.4,NA,NA,85.9,2.3,16.7
"57","VES","Ciénaga","Pseudis paradoxa",TRUE,3,35,6.8,NA,NA,92.8,1.5,25
"58","VES","Ciénaga","Scinax ruber",FALSE,4,15,2.9,NA,NA,95.7,1.2,33.3
"59","VES","Ciénaga","Boana pugnax",FALSE,5,6,1.2,NA,NA,96.9,0.8,41.7
"60","VES","Ciénaga","Leptodactylus fuscus",FALSE,6,5,1,NA,NA,97.8,0.7,50
"61","VES","Ciénaga","Rhinella horribilis",FALSE,7,3,0.6,NA,NA,98.4,0.5,58.3
"62","VES","Ciénaga","Pseudopaludicola pusilla",FALSE,8,2,0.4,NA,NA,98.8,0.3,66.7
"63","VES","Ciénaga","Scinax rostratus",FALSE,9,2,0.4,NA,NA,99.2,0.3,75
"64","VES","Ciénaga","Leptodactylus fragilis",FALSE,10,2,0.4,NA,NA,99.6,0.3,83.3
"65","VES","Ciénaga","Leptodactylus insularum",FALSE,11,1,0.2,NA,NA,99.8,0,91.7
"66","VES","Ciénaga","Rhinella humboldti",FALSE,12,1,0.2,NA,NA,100,0,100
"67","VES","Herbazal","Scarthyla vigilans",TRUE,1,167,24.8,NA,NA,24.8,2.2,5.6
"68","VES","Herbazal","Dendropsophus microcephalus",TRUE,2,161,23.9,NA,NA,48.7,2.2,11.1
"69","VES","Herbazal","Boana pugnax",TRUE,3,68,10.1,NA,NA,58.8,1.8,16.7
"70","VES","Herbazal","Scinax ruber",FALSE,4,52,7.7,NA,NA,66.5,1.7,22.2
"71","VES","Herbazal","Leptodactylus fuscus",FALSE,5,52,7.7,NA,NA,74.2,1.7,27.8
"72","VES","Herbazal","Leptodactylus fragilis",FALSE,6,51,7.6,NA,NA,81.8,1.7,33.3
"73","VES","Herbazal","Engystomops pustulosus",FALSE,7,35,5.2,NA,NA,86.9,1.5,38.9
"74","VES","Herbazal","Pseudopaludicola pusilla",FALSE,8,23,3.4,NA,NA,90.4,1.4,44.4
"75","VES","Herbazal","Leptodactylus insularum",FALSE,9,18,2.7,NA,NA,93,1.3,50
"76","VES","Herbazal","Scinax rostratus",FALSE,10,14,2.1,NA,NA,95.1,1.1,55.6
"77","VES","Herbazal","Rhinella humboldti",FALSE,11,9,1.3,NA,NA,96.4,1,61.1
"78","VES","Herbazal","Pseudis paradoxa",FALSE,12,7,1,NA,NA,97.5,0.8,66.7
"79","VES","Herbazal","Elachistocleis panamensis",FALSE,13,4,0.6,NA,NA,98.1,0.6,72.2
"80","VES","Herbazal","Elachistocleis pearsei",FALSE,14,4,0.6,NA,NA,98.7,0.6,77.8
"81","VES","Herbazal","Bolitoglossa lozanoi",FALSE,15,3,0.4,NA,NA,99.1,0.5,83.3
"82","VES","Herbazal","Craugastor metriosistus",FALSE,16,3,0.4,NA,NA,99.6,0.5,88.9
"83","VES","Herbazal","Pleurodema brachyops",FALSE,17,2,0.3,NA,NA,99.9,0.3,94.4
"84","VES","Herbazal","Lithobates vaillanti",FALSE,18,1,0.1,NA,NA,100,0,100
"85","VES","Pastos","Boana pugnax",TRUE,1,6,22.2,NA,NA,22.2,0.8,14.3
"86","VES","Pastos","Rhinella humboldti",TRUE,2,6,22.2,NA,NA,44.4,0.8,28.6
"87","VES","Pastos","Leptodactylus fragilis",TRUE,3,6,22.2,NA,NA,66.7,0.8,42.9
"88","VES","Pastos","Dendropsophus microcephalus",FALSE,4,3,11.1,NA,NA,77.8,0.5,57.1
"89","VES","Pastos","Pleurodema brachyops",FALSE,5,3,11.1,NA,NA,88.9,0.5,71.4
"90","VES","Pastos","Leptodactylus fuscus",FALSE,6,2,7.4,NA,NA,96.3,0.3,85.7
"91","VES","Pastos","Leptodactylus insularum",FALSE,7,1,3.7,NA,NA,100,0,100
"92","VES","Vías","Dendropsophus microcephalus",TRUE,1,56,36.6,NA,NA,36.6,1.7,5.9
"93","VES","Vías","Scinax ruber",TRUE,2,36,23.5,NA,NA,60.1,1.6,11.8
"94","VES","Vías","Engystomops pustulosus",TRUE,3,23,15,NA,NA,75.2,1.4,17.6
"95","VES","Vías","Rhinella horribilis",FALSE,4,10,6.5,NA,NA,81.7,1,23.5
"96","VES","Vías","Boana pugnax",FALSE,5,6,3.9,NA,NA,85.6,0.8,29.4
"97","VES","Vías","Leptodactylus fragilis",FALSE,6,5,3.3,NA,NA,88.9,0.7,35.3
"98","VES","Vías","Leptodactylus fuscus",FALSE,7,4,2.6,NA,NA,91.5,0.6,41.2
"99","VES","Vías","Craugastor metriosistus",FALSE,8,3,2,NA,NA,93.5,0.5,47.1
"100","VES","Vías","Pseudopaludicola pusilla",FALSE,9,2,1.3,NA,NA,94.8,0.3,52.9
"101","VES","Vías","Leptodactylus insularum",FALSE,10,1,0.7,NA,NA,95.4,0,58.8
"102","VES","Vías","Lithobates vaillanti",FALSE,11,1,0.7,NA,NA,96.1,0,64.7
"103","VES","Vías","Elachistocleis pearsei",FALSE,12,1,0.7,NA,NA,96.7,0,70.6
"104","VES","Vías","Phyllomedusa venusta",FALSE,13,1,0.7,NA,NA,97.4,0,76.5
"105","VES","Vías","Scinax rostratus",FALSE,14,1,0.7,NA,NA,98,0,82.4
"106","VES","Vías","Pleurodema brachyops",FALSE,15,1,0.7,NA,NA,98.7,0,88.2
"107","VES","Vías","Rhinella humboldti",FALSE,16,1,0.7,NA,NA,99.3,0,94.1
"108","VES","Vías","Trachycephalus typhonius",FALSE,17,1,0.7,NA,NA,100,0,100
